fold,feature,importance_mean,importance_std
0,S1A_VH__p17,-0.0018361426834209715,0.0
0,S1A_VH__p18,0.0,0.0
0,S1A_VH__p19,0.005591099913839936,0.0005155428858535926
0,S1A_VH__p20,-0.0003102981229440027,0.0003102981229440027
0,S1A_VVminusVH__p00,-0.0034389108395379564,0.000294958486085628
0,S1A_VVminusVH__p01,0.005883227207353875,0.0007767420078212128
0,S1A_VVminusVH__p02,0.002590069943359724,0.002626241221622888
0,S1A_VVminusVH__p03,-0.0012563164740256594,0.0012563164740256594
0,S1A_VVminusVH__p04,-0.00031799766897802617,0.0004184537213299533
0,S1A_VVminusVH__p05,-0.0029794783557313687,5.411085784740033e-05
0,S1A_VVminusVH__p06,-0.0019793491468023117,0.0009460183510816567
0,S1A_VVminusVH__p07,0.0036456443102880765,0.004266240556176082
0,S1A_VVminusVH__p08,0.0,0.0
0,S1A_VVminusVH__p09,-0.0008642031994155475,0.0008642031994155475
0,S1A_VVminusVH__p10,-0.0008507962188262774,0.0008507962188262774
0,S1A_VVminusVH__p11,0.0006337640940310418,0.0
0,S1A_VVminusVH__p12,-0.0006205962458880054,0.0
0,S1A_VVminusVH__p13,-0.0029253674978839683,0.0
0,S1A_VVminusVH__p14,-0.001144576052446722,0.0005129723310018375
0,S1A_VVminusVH__p15,-0.0005400088202399123,0.0011262835545250982
0,S1A_VVminusVH__p16,-0.001033330795720655,0.0
0,S1A_VVminusVH__p17,0.0,0.0
0,S1A_VVminusVH__p18,-0.001291695440561541,0.00031700365459844115
0,S1A_VVminusVH__p19,0.004361948053048459,0.0008262851928432235
0,S1A_VVminusVH__p20,0.0,0.0
0,S1D_VV__p00,-0.0009700524531402743,0.0008215281966711674
0,S1D_VV__p01,-0.0017674123288084487,0.0007452206192428701
0,S1D_VV__p02,0.0,0.0
0,S1D_VV__p03,-0.0018920367021632578,0.0
0,S1D_VV__p04,-0.0021193052135458357,0.0014987089676578302
0,S1D_VV__p05,0.000293137367142593,0.000293137367142593
