field_id,latitude,longitude,period_start,B2,B3,B4,B8,B11,B12,NDVI,NDWI,NDMI,EVI,SAVI,VV,VH,VV_VH_ratio_raw,VV_VH_ratio_dB,optical_valid,sar_valid,optical_source_tile,sar_source_tile,season_day,growth_stage_pseudo
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-06-17,,,,,,,,,,,,-12.298922538757324,-23.324729919433597,0.5236173272132874,11.025807380676273,0,1,-1,7,16.0,
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-07-03,,,,,,,,,,,,-12.346850395202637,-21.67078018188477,0.5697464942932129,9.323929786682132,0,1,-1,7,32.0,
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-07-19,,,,,,,,,,,,-10.040696144104004,-19.001140594482425,0.5284259915351868,8.960444450378422,0,1,-1,7,48.0,
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-08-04,,,,,,,,,,,,-10.384568214416504,-17.447643280029297,0.5999485850334167,7.063075065612793,0,1,-1,7,64.0,
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-08-20,,,,,,,,,,,,-13.644414901733398,-16.694047927856445,0.8173222541809082,3.049633026123047,0,1,-1,7,80.0,
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-09-05,0.0356499999761581,0.0631999969482421,0.0410000011324882,0.3452000021934509,0.178749993443489,0.0935499966144561,0.7880332469940186,-0.690692126750946,0.3178584277629852,0.574795126914978,0.5149590373039246,-10.841734886169434,-15.909626960754396,0.6814575791358948,5.067892074584963,1,1,7,7,96.0,Flowering
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-09-21,0.0307999998331069,0.0649999976158142,0.0527999997138977,0.2949999868869781,0.1886000037193298,0.0982000008225441,0.6963772177696228,-0.6481675505638123,0.2200165092945099,0.4385138750076294,0.4285208582878113,-10.007189750671388,-16.519962310791016,0.6051425933837891,6.512772560119627,1,1,7,7,112.0,Grain Filling
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-10-07,0.0544000007212162,0.096900001168251,0.1472000032663345,0.3116499781608581,0.3561500012874603,0.2330500036478042,0.3600021600723266,-0.5255102515220642,-0.0658977329730987,0.2311912178993225,0.257610946893692,-12.92741870880127,-19.495384216308597,0.6631015539169312,6.567965507507328,1,1,7,7,128.0,Maturity
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-10-23,0.0949999988079071,0.1333999931812286,0.183799996972084,0.2614000141620636,0.3747000098228454,0.3064999878406524,0.174303725361824,-0.3242148458957672,-0.1781166344881057,0.1174547672271728,0.1231485679745674,-7.8385114669799805,-15.980265617370604,0.4905119836330414,8.141754150390623,1,1,7,7,144.0,Maturity
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-06-01,0.1143999993801117,0.1477999985218048,0.1785999983549118,0.2190999984741211,0.3441999852657318,0.3352999985218048,0.1078114882111549,-0.1838763058185577,-0.2092937529087066,0.0784866735339164,0.0735260695219039,-11.252660751342772,-22.40893173217773,0.5021507143974304,11.15627098083496,1,1,7,7,0.0,Sowing/Planting
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-06-17,,,,,,,,,,,,-13.723565101623535,-25.58335876464844,0.5313193202018738,11.859793663024906,0,1,-1,7,16.0,
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-07-03,,,,,,,,,,,,-13.969978332519531,-27.62761116027832,0.5056527853012085,13.657632827758789,0,1,-1,7,32.0,
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-07-19,,,,,,,,,,,,-11.78868579864502,-24.02490234375,0.4906861484050751,12.23621654510498,0,1,-1,7,48.0,
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-08-04,,,,,,,,,,,,-12.611682891845703,-19.06039428710937,0.661535382270813,6.448711395263668,0,1,-1,7,64.0,
